count,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22,a_23,a_24,a_25,a_26
1,-4.00,1.33,3.00,3.00,2.00,1.33,2.00,1.00,3.00,2.67,2.00,2.33,3.00,1.33,1.00,2.67,3.00,2.00,2.67,3.00,2.00,1.00,1.67,2.00,1.00,1.00,2.00,1.00
1,-5.60,4.53,4.20,3.13,2.80,3.47,3.60,1.40,2.07,2.40,2.53,2.20,1.00,3.20,1.13,2.13,3.67,3.33,1.07,4.47,2.27,1.93,3.40,3.07,4.60,3.53,2.00,2.47
1,-4.67,3.67,1.17,3.67,2.33,2.67,3.67,3.50,2.67,2.83,2.67,3.67,1.67,1.83,2.67,2.00,3.00,2.83,1.00,2.00,1.83,1.67,1.00,2.00,3.00,2.00,1.00,1.00
1,-7.00,6.00,1.75,1.75,3.50,5.00,3.50,5.25,1.75,4.00,3.50,4.25,1.75,3.00,5.25,2.00,1.75,3.50,1.00,1.75,3.50,5.25,2.75,3.50,5.25,5.25,3.50,5.25
1,-7.00,2.00,3.50,5.50,3.50,4.00,2.00,3.50,2.25,6.00,4.00,3.75,4.25,1.00,2.25,3.00,4.50,2.50,5.00,4.75,4.50,2.50,3.25,3.00,2.75,4.75,5.00,1.50
1,-7.00,3.25,1.75,5.00,3.50,3.00,5.00,5.25,3.00,1.88,3.00,5.00,3.63,5.13,3.88,4.00,6.00,1.88,3.75,3.13,5.13,1.00,2.00,4.00,3.38,4.00,2.00,2.00
1,-4.00,1.33,2.33,1.00,2.00,2.67,2.00,1.67,1.00,1.33,2.00,3.00,1.00,2.67,3.00,1.33,1.00,2.00,2.67,1.00,2.00,3.00,1.00,2.00,3.00,3.00,2.00,3.00
1,-3.00,2.00,1.00,2.00,1.50,2.00,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,2.00,2.00,1.00
1,-4.00,1.29,1.00,1.29,2.00,1.57,2.29,3.00,2.57,2.86,2.57,1.29,2.86,1.14,2.57,2.43,1.14,2.86,2.71,1.43,1.14,2.86,2.71,1.43,1.14,1.43,1.71,2.71
1,-7.00,5.00,3.50,5.00,3.50,3.00,5.00,3.50,3.00,1.00,3.00,5.00,1.00,6.00,3.00,4.00,6.00,4.50,2.00,4.00,2.50,1.00,2.00,4.00,6.00,4.00,2.00,2.00
1,-9.33,2.67,3.27,5.00,4.67,5.33,7.33,6.07,3.00,6.13,6.27,3.13,1.00,3.20,3.00,4.00,3.67,3.33,6.67,6.33,6.00,5.67,6.20,3.07,8.33,6.33,2.00,4.33
1,-7.00,6.00,3.50,6.00,3.50,5.00,6.00,3.50,5.00,4.00,5.00,2.50,4.00,3.00,5.00,2.00,3.00,4.00,1.00,2.00,3.00,4.00,4.50,2.00,3.00,2.00,1.00,1.00
1,-5.60,3.20,4.20,3.90,2.80,3.60,4.60,1.40,4.30,4.00,3.60,4.60,2.60,1.60,2.90,2.00,2.30,2.60,2.40,2.70,3.00,3.30,1.00,2.00,3.00,1.30,1.00,1.70
2,-9.33,5.33,7.00,3.00,4.67,1.33,5.33,2.33,8.33,6.67,6.00,3.00,4.33,2.67,3.67,8.00,5.00,2.00,4.00,5.67,7.33,4.33,6.33,3.33,5.00,1.00,4.00,6.33
1,-7.00,4.50,3.50,4.50,3.50,2.00,1.00,3.50,2.00,3.00,2.00,1.00,3.00,4.00,2.00,5.00,4.00,3.00,2.50,5.00,4.00,3.00,6.00,5.00,4.00,5.00,6.00,2.50
1,-9.33,5.33,2.33,3.00,4.67,6.00,5.33,7.00,3.67,6.67,6.00,3.00,4.33,2.67,8.33,3.33,5.00,2.00,4.00,1.00,7.33,4.33,6.33,3.33,5.00,5.67,4.00,6.33
1,-7.00,6.00,3.50,2.50,3.50,5.00,6.00,3.50,5.00,4.00,5.00,6.00,4.00,3.00,5.00,2.00,3.00,4.00,1.00,2.00,3.00,4.00,1.00,2.00,3.00,2.00,1.00,4.50
1,-5.60,2.40,4.20,3.80,2.80,2.00,2.40,1.40,3.40,4.40,2.00,1.00,3.00,1.20,3.40,3.60,2.60,4.40,3.20,2.20,1.20,3.00,4.60,3.60,2.60,2.20,3.20,1.80
1,-7.00,4.00,1.75,2.75,3.50,1.00,3.50,5.25,1.75,5.00,3.50,5.25,3.75,2.00,5.25,6.00,1.75,3.50,3.00,1.75,3.50,5.25,1.75,3.50,3.25,5.25,3.50,4.25
1,-5.25,3.00,3.06,2.56,2.63,4.25,2.71,2.19,3.81,2.00,3.38,1.69,1.56,3.25,1.19,1.00,3.98,2.88,2.25,4.06,2.38,1.27,3.56,1.88,3.69,1.44,2.54,2.69
1,-7.00,3.00,5.25,1.25,3.50,6.00,4.17,1.75,4.25,2.00,2.50,4.75,2.58,5.00,5.42,1.00,3.25,3.17,4.00,1.58,3.83,3.75,2.25,4.50,4.42,2.75,2.83,5.75
1,-7.00,4.00,1.75,5.75,3.50,1.00,4.00,5.25,2.75,5.00,4.50,2.25,3.25,2.00,2.75,6.00,3.75,5.00,3.00,4.25,2.00,3.25,4.75,2.50,3.75,4.25,3.00,1.25
1,-9.33,4.00,7.00,6.33,4.67,3.33,4.00,2.33,1.00,7.33,3.33,6.33,5.00,2.00,1.00,6.00,4.33,7.33,5.33,8.33,2.00,5.00,3.00,6.00,4.33,8.33,5.33,3.00
1,-7.00,5.00,3.50,1.50,3.50,3.00,5.00,3.50,5.33,1.00,3.00,1.50,4.50,6.00,1.83,4.00,2.50,3.33,2.00,5.17,3.67,4.50,5.50,4.00,2.50,1.67,2.00,5.50
5,-14.00,4.00,3.50,7.50,7.00,8.00,11.00,10.50,11.50,12.00,1.00,7.50,8.50,2.00,4.50,6.00,5.50,5.00,10.00,9.50,9.00,8.50,6.50,13.00,5.50,2.50,3.00,6.50
1,-7.00,4.50,3.50,1.00,3.50,5.50,4.50,3.50,5.50,3.00,2.00,4.50,3.00,4.00,5.50,1.50,4.00,3.00,2.50,1.50,4.00,3.00,2.50,5.00,4.00,1.50,2.50,6.00
1,-4.67,2.44,2.33,1.67,2.33,1.78,2.44,2.33,1.00,1.11,1.78,1.67,3.44,3.56,3.33,2.89,1.22,2.67,2.22,1.33,2.00,3.44,3.00,2.89,1.22,3.67,2.22,3.00
1,-7.00,5.00,5.25,3.25,3.50,3.00,3.83,1.75,5.92,1.00,4.17,2.08,3.92,6.00,4.75,4.00,4.25,2.17,2.00,2.25,4.83,2.75,4.92,2.83,3.08,1.08,3.17,3.75
1,-4.67,2.67,2.33,1.50,2.33,3.00,2.67,2.33,3.00,3.33,3.00,1.50,1.00,1.33,3.00,1.67,3.67,3.33,2.00,1.67,1.33,1.00,3.17,1.67,3.67,1.67,2.00,3.17
3,-7.00,3.00,3.50,3.00,3.50,6.00,3.00,3.50,2.50,2.00,6.00,3.00,5.50,5.00,2.50,1.00,5.00,2.00,4.00,4.50,5.00,2.00,4.00,1.00,1.50,4.50,4.00,4.00
1,-4.67,2.00,3.50,2.00,2.33,2.83,2.00,1.17,1.67,3.67,1.67,3.17,2.50,1.00,1.67,1.83,1.00,1.33,2.67,3.00,3.33,3.67,1.50,3.00,2.17,3.00,2.67,2.67
1,-7.00,5.00,5.25,5.00,3.50,3.00,5.00,1.75,3.00,2.75,3.00,5.00,1.00,4.25,3.00,4.00,6.00,1.00,2.00,4.00,6.00,1.00,2.00,4.00,6.00,4.00,2.00,2.00
1,-4.94,2.59,1.24,3.82,2.47,3.53,1.76,3.71,1.47,2.82,2.71,3.00,2.41,2.12,3.94,1.41,1.71,2.00,2.35,1.00,2.94,3.24,1.94,2.24,2.53,3.47,3.18,1.12
1,-7.00,5.00,3.50,5.00,3.50,3.00,5.00,3.50,3.00,4.50,3.00,5.00,1.00,2.50,3.00,4.00,2.50,1.00,2.00,4.00,6.00,4.50,2.00,4.00,6.00,4.00,2.00,2.00
1,-5.60,4.00,3.27,1.67,2.80,4.27,3.07,2.33,3.80,2.67,3.33,2.60,2.20,2.93,1.00,1.33,4.33,3.60,1.60,4.60,2.00,1.27,3.00,2.27,3.40,1.80,2.53,3.93
2,-14.00,4.00,10.50,7.50,7.00,8.00,11.00,3.50,4.50,12.00,1.00,7.50,8.50,2.00,11.50,6.00,5.50,5.00,10.00,2.50,9.00,8.50,6.50,13.00,5.50,9.50,3.00,6.50
1,-4.67,2.67,1.17,3.37,2.33,1.60,3.13,3.50,2.30,3.33,3.00,2.90,3.10,1.33,1.83,3.07,2.50,1.00,2.00,2.83,3.67,2.17,1.77,1.67,1.57,2.37,1.53,1.30
1,-5.09,1.64,3.82,1.00,2.55,1.36,1.64,1.27,1.36,2.36,2.00,1.00,1.73,2.73,2.64,3.73,2.73,2.36,3.45,2.45,2.73,2.36,4.09,3.09,3.36,3.73,3.45,4.09
1,-4.94,1.76,3.71,3.00,2.47,3.53,1.76,1.24,3.94,2.00,3.53,3.00,1.59,2.94,3.94,1.41,3.35,2.00,3.18,1.00,2.94,1.59,1.94,1.41,3.35,1.00,3.18,1.94
1,-7.00,4.00,1.75,4.00,3.50,1.00,4.00,5.25,2.75,5.00,1.00,4.00,5.00,2.00,1.00,6.00,2.00,5.00,3.00,6.00,2.00,5.00,3.00,6.00,2.00,4.25,3.00,3.00
1,-7.00,6.00,5.25,5.13,3.50,5.00,4.25,1.75,5.00,4.00,3.25,4.25,4.00,3.00,3.25,2.00,4.75,4.00,1.00,3.75,3.00,2.25,2.75,3.75,3.00,2.00,2.75,1.88
1,-6.09,4.00,2.13,3.70,3.04,1.91,3.39,3.96,4.04,2.26,3.74,3.09,4.39,3.83,1.00,4.17,4.74,4.09,2.09,5.09,2.00,1.35,3.00,2.35,1.70,2.04,2.70,2.39
1,-6.22,2.22,2.33,3.00,3.11,4.44,2.22,3.89,5.22,3.56,1.33,3.78,5.11,2.67,2.89,1.78,4.22,2.00,4.00,3.33,4.22,2.00,2.44,4.89,1.11,1.00,4.00,3.22
1,-5.60,4.53,1.40,2.20,2.80,3.47,3.60,4.20,3.00,2.40,4.40,3.13,1.93,3.20,2.07,2.13,4.60,3.33,1.07,3.53,2.27,1.00,2.47,1.20,3.67,2.60,2.00,3.40
1,-4.00,2.00,3.00,3.00,2.00,2.00,2.00,1.00,3.00,2.00,2.00,3.00,1.00,2.00,3.00,2.00,1.00,2.00,2.00,1.00,2.00,3.00,1.00,2.00,3.00,1.00,2.00,1.00
21,-28.00,8.00,21.00,1.00,14.00,16.00,22.00,7.00,9.00,24.00,2.00,15.00,17.00,4.00,23.00,12.00,25.00,10.00,20.00,5.00,18.00,3.00,13.00,26.00,11.00,19.00,6.00,27.00
1,-4.00,2.86,3.00,1.86,2.00,2.71,2.86,1.00,2.71,2.57,2.71,1.86,2.57,1.43,2.71,1.29,2.43,2.57,1.14,1.29,1.43,1.57,2.14,1.29,1.43,1.29,1.14,2.14
1,-7.00,2.50,3.50,6.00,3.50,5.00,6.00,3.50,1.50,4.00,5.00,2.50,4.00,3.00,5.00,2.00,3.00,4.00,4.50,2.00,3.00,4.00,4.50,2.00,3.00,5.50,1.00,1.00
1,-9.33,5.33,2.33,4.56,4.67,1.33,3.78,7.00,3.67,6.67,6.00,3.00,2.78,2.67,8.33,8.00,5.00,2.00,4.00,1.00,7.33,4.33,6.33,3.33,6.56,5.67,5.56,4.78
1,-4.00,1.71,3.00,2.71,2.00,2.43,2.71,1.00,1.43,1.14,1.43,2.71,1.14,2.86,2.43,1.57,2.86,1.14,2.29,1.57,2.86,1.14,1.29,2.57,2.86,2.57,1.29,1.29
1,-4.31,1.54,2.69,1.00,2.15,3.08,2.62,1.62,1.46,1.38,2.00,3.15,3.00,2.92,1.46,1.23,1.31,2.46,2.77,2.85,1.85,3.00,1.15,2.31,1.31,2.85,1.69,3.31
1,-4.00,2.00,1.00,1.00,2.00,2.00,2.00,3.00,1.00,2.00,2.00,1.00,1.00,2.00,3.00,2.00,1.00,2.00,2.00,1.00,2.00,3.00,3.00,2.00,3.00,3.00,2.00,3.00
1,-4.00,1.63,3.00,1.20,2.00,1.55,1.35,1.00,1.12,2.61,1.27,2.63,2.76,1.39,1.41,2.45,2.67,2.33,2.37,2.59,1.67,1.33,1.37,2.73,1.24,2.88,2.65,2.80
1,-9.33,2.67,7.00,2.67,4.67,5.33,7.33,2.33,3.00,8.00,5.33,5.00,5.67,1.33,7.67,4.00,8.33,3.33,6.67,1.67,6.00,1.00,4.33,4.00,3.67,6.33,2.00,6.67
2,-9.33,3.67,7.00,8.33,4.67,7.33,6.00,2.33,5.00,4.00,7.33,3.67,6.33,5.33,5.00,2.00,3.00,4.00,5.67,4.33,5.33,6.33,5.67,2.00,3.00,4.33,3.33,1.00
1,-7.00,2.00,3.50,5.50,3.50,4.00,2.00,3.50,2.25,6.00,4.00,5.50,2.50,1.00,2.25,3.00,4.50,2.50,5.00,4.75,4.50,2.50,1.50,3.00,4.50,4.75,5.00,1.50
1,-6.22,4.44,1.56,5.22,3.11,2.67,1.33,4.67,4.22,4.00,4.22,2.89,2.44,2.22,1.11,3.56,3.00,4.00,1.78,5.11,2.22,3.22,3.33,2.00,3.78,2.00,4.89,1.00
1,-7.00,4.00,3.50,4.00,3.50,1.00,4.00,3.50,1.00,5.00,4.50,4.00,5.00,2.00,1.00,6.00,2.00,5.00,3.00,6.00,2.00,5.00,3.00,2.50,2.00,6.00,3.00,3.00
1,-7.00,5.00,3.06,1.94,3.50,3.00,3.25,3.94,1.69,1.00,3.88,1.94,4.06,6.00,5.19,4.00,2.06,3.63,2.00,1.81,3.38,4.94,5.06,3.13,2.94,5.31,3.75,5.06
1,-7.00,5.00,1.75,5.00,3.50,3.00,5.00,5.25,3.00,2.75,3.00,5.00,4.50,4.25,3.00,4.00,6.00,1.00,2.00,4.00,6.00,1.00,2.00,4.00,2.50,4.00,2.00,2.00
1,-4.67,1.33,1.17,2.50,2.33,2.67,3.67,3.50,2.08,1.67,1.50,3.08,2.83,3.00,1.50,2.00,3.00,1.67,3.33,3.17,3.00,1.67,1.58,3.17,1.83,2.58,1.00,2.17
1,-9.33,5.33,2.33,3.00,4.67,6.00,3.00,7.00,8.33,6.67,6.00,5.33,4.33,2.67,3.67,3.33,5.00,2.00,4.00,5.67,7.33,4.33,4.00,3.33,5.00,1.00,6.33,6.33
1,-9.33,8.00,7.00,5.67,4.67,6.67,3.33,2.33,4.33,5.33,2.00,1.00,3.00,4.00,2.78,2.67,1.67,3.78,1.33,6.56,5.56,7.67,8.33,7.33,6.33,5.00,6.00,3.67
1,-4.00,1.33,3.00,3.00,2.00,1.33,2.00,1.00,1.67,2.67,2.00,1.00,3.00,1.33,2.33,2.67,3.00,2.00,2.67,1.67,2.00,1.00,3.00,2.00,1.00,2.33,2.00,1.00
1,-4.00,3.00,2.00,1.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,1.00,3.00,2.00,1.00,2.00,3.00,2.00,1.00,3.00,2.00,1.00,3.00,2.00,1.00,1.00,2.00,3.00
1,-9.33,5.33,7.00,3.00,4.67,1.33,5.33,2.33,8.33,6.67,6.00,7.67,4.33,2.67,3.67,8.00,5.00,2.00,4.00,5.67,7.33,4.33,1.67,3.33,5.00,1.00,4.00,6.33
1,-6.22,4.89,3.89,2.56,3.11,3.56,3.33,2.33,4.33,2.22,2.00,1.00,3.00,4.00,2.78,2.67,1.67,3.78,1.33,3.44,2.44,4.56,5.22,4.22,3.22,1.89,2.89,3.67
